year,level_1,level_2,level_3,value
1990,All Items,Miscellaneous Goods & Services,Alcoholic Drinks & Tobacco,28.044
1990,All Items,Miscellaneous Goods & Services,Personal Effects,98.67
1990,All Items,Miscellaneous Goods & Services,Other Miscellaneous Expenditure,na
1991,All Items,Food Excl Food Servicing Services,Bread & Cereals,60.286
1991,All Items,Food Excl Food Servicing Services,Meat,52.835
1991,All Items,Food Excl Food Servicing Services,Fish & Seafood,60.665
1991,All Items,Food Excl Food Servicing Services,"Milk, Cheese & Eggs",61.585
1991,All Items,Food Excl Food Servicing Services,Oils & Fats,66.012
1991,All Items,Food Excl Food Servicing Services,Fruits,71.002
1991,All Items,Food Excl Food Servicing Services,Vegetables,75.204
1991,All Items,Food Excl Food Servicing Services,"Sugar, Preserves & Confectionery",76.069
1991,All Items,Food Excl Food Servicing Services,Non-alcoholic Beverages,76.29
1991,All Items,Food Excl Food Servicing Services,Other Food,66.209
1991,All Items,Food Servicing Services,Restaurant Food,58.69
1991,All Items,Food Servicing Services,Fast Food,69.489
1991,All Items,Food Servicing Services,Hawker Food (Incl. Food Courts),66.138
1991,All Items,Food Servicing Services,Catered Food,na
1991,All Items,Housing & Utilities,Accommodation,58.318
1991,All Items,Housing & Utilities,Fuel & Utilities,48.771
1991,All Items,Household Durables And Services,Household Durables,99.748
1991,All Items,Household Durables And Services,Household Services & Supplies,69.89
1991,All Items,Health Care,"Medical Products, Appliances & Equipment",75.43
1991,All Items,Health Care,Medical & Dental Treatment,47.241
1991,All Items,Transport,Private Road Transport,63.932
1991,All Items,Transport,Public Road Transport,66.83
1991,All Items,Transport,Other Travel & Transport,89.78
1991,All Items,Recreation & Culture,Recreation & Entertainment,104.855
1991,All Items,Recreation & Culture,"Newspapers, Books & Stationery",68.702
1991,All Items,Recreation & Culture,Holiday Expenses,78.58
1991,All Items,Education,Tuition & Other Fees,43.505
1991,All Items,Education,School Textbooks & Related Study Guides,55.813
1991,All Items,Miscellaneous Goods & Services,Personal Care,83.357
1991,All Items,Miscellaneous Goods & Services,Alcoholic Drinks & Tobacco,31.654
1991,All Items,Miscellaneous Goods & Services,Personal Effects,101.859
1991,All Items,Miscellaneous Goods & Services,Other Miscellaneous Expenditure,na
1992,All Items,Food Excl Food Servicing Services,Bread & Cereals,61.375
1992,All Items,Food Excl Food Servicing Services,Meat,54.208
1992,All Items,Food Excl Food Servicing Services,Fish & Seafood,63.332
1992,All Items,Food Excl Food Servicing Services,"Milk, Cheese & Eggs",60.739
1992,All Items,Food Excl Food Servicing Services,Oils & Fats,65.933
1992,All Items,Food Excl Food Servicing Services,Fruits,68.981
1992,All Items,Food Excl Food Servicing Services,Vegetables,74.309
1992,All Items,Food Excl Food Servicing Services,"Sugar, Preserves & Confectionery",75.255
1992,All Items,Food Excl Food Servicing Services,Non-alcoholic Beverages,75.149
1992,All Items,Food Excl Food Servicing Services,Other Food,67.525
1992,All Items,Food Servicing Services,Restaurant Food,59.928
1992,All Items,Food Servicing Services,Fast Food,71.146
1992,All Items,Food Servicing Services,Hawker Food (Incl. Food Courts),66.888
1992,All Items,Food Servicing Services,Catered Food,na
1992,All Items,Housing & Utilities,Accommodation,61.12
1992,All Items,Housing & Utilities,Fuel & Utilities,47.453
1992,All Items,Household Durables And Services,Household Durables,100.024
1992,All Items,Household Durables And Services,Household Services & Supplies,72.785
1992,All Items,Health Care,"Medical Products, Appliances & Equipment",75.538
1992,All Items,Health Care,Medical & Dental Treatment,48.952
1992,All Items,Transport,Private Road Transport,67.68
1992,All Items,Transport,Public Road Transport,66.848
1992,All Items,Transport,Other Travel & Transport,91.187
1992,All Items,Recreation & Culture,Recreation & Entertainment,109.282
1992,All Items,Recreation & Culture,"Newspapers, Books & Stationery",69.147
1992,All Items,Recreation & Culture,Holiday Expenses,78.962
1992,All Items,Education,Tuition & Other Fees,46.593
1992,All Items,Education,School Textbooks & Related Study Guides,57.374
1992,All Items,Miscellaneous Goods & Services,Personal Care,83.481
1992,All Items,Miscellaneous Goods & Services,Alcoholic Drinks & Tobacco,33.903
1992,All Items,Miscellaneous Goods & Services,Personal Effects,101.845
1992,All Items,Miscellaneous Goods & Services,Other Miscellaneous Expenditure,na
1993,All Items,Food Excl Food Servicing Services,Bread & Cereals,61.801
1993,All Items,Food Excl Food Servicing Services,Meat,53.964
1993,All Items,Food Excl Food Servicing Services,Fish & Seafood,64.229
1993,All Items,Food Excl Food Servicing Services,"Milk, Cheese & Eggs",60.595
1993,All Items,Food Excl Food Servicing Services,Oils & Fats,65.922
1993,All Items,Food Excl Food Servicing Services,Fruits,67.726
1993,All Items,Food Excl Food Servicing Services,Vegetables,73.79
1993,All Items,Food Excl Food Servicing Services,"Sugar, Preserves & Confectionery",74.683
1993,All Items,Food Excl Food Servicing Services,Non-alcoholic Beverages,74.478
1993,All Items,Food Excl Food Servicing Services,Other Food,68.471
1993,All Items,Food Servicing Services,Restaurant Food,61.871
1993,All Items,Food Servicing Services,Fast Food,72.515
1993,All Items,Food Servicing Services,Hawker Food (Incl. Food Courts),67.972
1993,All Items,Food Servicing Services,Catered Food,na
1993,All Items,Housing & Utilities,Accommodation,63.593
1993,All Items,Housing & Utilities,Fuel & Utilities,48.742
1993,All Items,Household Durables And Services,Household Durables,101.78
1993,All Items,Household Durables And Services,Household Services & Supplies,73.851
1993,All Items,Health Care,"Medical Products, Appliances & Equipment",75.608
1993,All Items,Health Care,Medical & Dental Treatment,51.331
1993,All Items,Transport,Private Road Transport,71.098
1993,All Items,Transport,Public Road Transport,67.053
1993,All Items,Transport,Other Travel & Transport,90.47
1993,All Items,Recreation & Culture,Recreation & Entertainment,111.798
1993,All Items,Recreation & Culture,"Newspapers, Books & Stationery",69.798
1993,All Items,Recreation & Culture,Holiday Expenses,80.11
1993,All Items,Education,Tuition & Other Fees,48.573
1993,All Items,Education,School Textbooks & Related Study Guides,60.04
1993,All Items,Miscellaneous Goods & Services,Personal Care,84.785
1993,All Items,Miscellaneous Goods & Services,Alcoholic Drinks & Tobacco,38.436
1993,All Items,Miscellaneous Goods & Services,Personal Effects,101.914
1993,All Items,Miscellaneous Goods & Services,Other Miscellaneous Expenditure,na
1994,All Items,Food Excl Food Servicing Services,Bread & Cereals,64.892
1994,All Items,Food Excl Food Servicing Services,Meat,54.986
1994,All Items,Food Excl Food Servicing Services,Fish & Seafood,69.161
1994,All Items,Food Excl Food Servicing Services,"Milk, Cheese & Eggs",60.924
1994,All Items,Food Excl Food Servicing Services,Oils & Fats,67.643
1994,All Items,Food Excl Food Servicing Services,Fruits,68.812
1994,All Items,Food Excl Food Servicing Services,Vegetables,72.968
1994,All Items,Food Excl Food Servicing Services,"Sugar, Preserves & Confectionery",75.642
1994,All Items,Food Excl Food Servicing Services,Non-alcoholic Beverages,75.97
1994,All Items,Food Excl Food Servicing Services,Other Food,70.283
1994,All Items,Food Servicing Services,Restaurant Food,64.698
1994,All Items,Food Servicing Services,Fast Food,73.479
1994,All Items,Food Servicing Services,Hawker Food (Incl. Food Courts),70.657
1994,All Items,Food Servicing Services,Catered Food,na
1994,All Items,Housing & Utilities,Accommodation,64.567
1994,All Items,Housing & Utilities,Fuel & Utilities,49.016
1994,All Items,Household Durables And Services,Household Durables,103.372
1994,All Items,Household Durables And Services,Household Services & Supplies,74.157
1994,All Items,Health Care,"Medical Products, Appliances & Equipment",76.308
1994,All Items,Health Care,Medical & Dental Treatment,53.33
1994,All Items,Transport,Private Road Transport,78.694
1994,All Items,Transport,Public Road Transport,68.596
1994,All Items,Transport,Other Travel & Transport,90.229
1994,All Items,Recreation & Culture,Recreation & Entertainment,114.766
1994,All Items,Recreation & Culture,"Newspapers, Books & Stationery",70.614
1994,All Items,Recreation & Culture,Holiday Expenses,79.337
1994,All Items,Education,Tuition & Other Fees,50.091
1994,All Items,Education,School Textbooks & Related Study Guides,62.767
1994,All Items,Miscellaneous Goods & Services,Personal Care,86.138
1994,All Items,Miscellaneous Goods & Services,Alcoholic Drinks & Tobacco,40.346
1994,All Items,Miscellaneous Goods & Services,Personal Effects,104.08
1994,All Items,Miscellaneous Goods & Services,Other Miscellaneous Expenditure,na
1995,All Items,Food Excl Food Servicing Services,Bread & Cereals,65.82
1995,All Items,Food Excl Food Servicing Services,Meat,54.631
1995,All Items,Food Excl Food Servicing Services,Fish & Seafood,71.107
1995,All Items,Food Excl Food Servicing Services,"Milk, Cheese & Eggs",61.005
1995,All Items,Food Excl Food Servicing Services,Oils & Fats,70.409
1995,All Items,Food Excl Food Servicing Services,Fruits,68.896
1995,All Items,Food Excl Food Servicing Services,Vegetables,75.787
1995,All Items,Food Excl Food Servicing Services,"Sugar, Preserves & Confectionery",76.649
1995,All Items,Food Excl Food Servicing Services,Non-alcoholic Beverages,76.693
1995,All Items,Food Excl Food Servicing Services,Other Food,71.112
1995,All Items,Food Servicing Services,Restaurant Food,67.101
1995,All Items,Food Servicing Services,Fast Food,76.105
1995,All Items,Food Servicing Services,Hawker Food (Incl. Food Courts),72.66
1995,All Items,Food Servicing Services,Catered Food,na
1995,All Items,Housing & Utilities,Accommodation,64.814
1995,All Items,Housing & Utilities,Fuel & Utilities,51.06
1995,All Items,Household Durables And Services,Household Durables,104.605
1995,All Items,Household Durables And Services,Household Services & Supplies,79.722
1995,All Items,Health Care,"Medical Products, Appliances & Equipment",76.768
1995,All Items,Health Care,Medical & Dental Treatment,54.374
1995,All Items,Transport,Private Road Transport,78.905
1995,All Items,Transport,Public Road Transport,70.318
1995,All Items,Transport,Other Travel & Transport,89.523
1995,All Items,Recreation & Culture,Recreation & Entertainment,114.87
1995,All Items,Recreation & Culture,"Newspapers, Books & Stationery",77.401
1995,All Items,Recreation & Culture,Holiday Expenses,78.5
1995,All Items,Education,Tuition & Other Fees,52.147
1995,All Items,Education,School Textbooks & Related Study Guides,64.833
1995,All Items,Miscellaneous Goods & Services,Personal Care,86.967
1995,All Items,Miscellaneous Goods & Services,Alcoholic Drinks & Tobacco,41.49
1995,All Items,Miscellaneous Goods & Services,Personal Effects,102.942
1995,All Items,Miscellaneous Goods & Services,Other Miscellaneous Expenditure,na
1996,All Items,Food Excl Food Servicing Services,Bread & Cereals,66.932
1996,All Items,Food Excl Food Servicing Services,Meat,56.554
1996,All Items,Food Excl Food Servicing Services,Fish & Seafood,71.929
1996,All Items,Food Excl Food Servicing Services,"Milk, Cheese & Eggs",62.717
1996,All Items,Food Excl Food Servicing Services,Oils & Fats,69.994
1996,All Items,Food Excl Food Servicing Services,Fruits,71.035
1996,All Items,Food Excl Food Servicing Services,Vegetables,76.275
1996,All Items,Food Excl Food Servicing Services,"Sugar, Preserves & Confectionery",76.593
1996,All Items,Food Excl Food Servicing Services,Non-alcoholic Beverages,76.028
1996,All Items,Food Excl Food Servicing Services,Other Food,70.808
1996,All Items,Food Servicing Services,Restaurant Food,68.201
1996,All Items,Food Servicing Services,Fast Food,77.722
1996,All Items,Food Servicing Services,Hawker Food (Incl. Food Courts),74.672
1996,All Items,Food Servicing Services,Catered Food,na
1996,All Items,Housing & Utilities,Accommodation,65.08
1996,All Items,Housing & Utilities,Fuel & Utilities,52.895
1996,All Items,Household Durables And Services,Household Durables,104.422
1996,All Items,Household Durables And Services,Household Services & Supplies,80.675
1996,All Items,Health Care,"Medical Products, Appliances & Equipment",76.783
1996,All Items,Health Care,Medical & Dental Treatment,56.017
1996,All Items,Transport,Private Road Transport,78.656
1996,All Items,Transport,Public Road Transport,71.828
1996,All Items,Transport,Other Travel & Transport,87.703
1996,All Items,Recreation & Culture,Recreation & Entertainment,115.073
1996,All Items,Recreation & Culture,"Newspapers, Books & Stationery",78.579
1996,All Items,Recreation & Culture,Holiday Expenses,80.706
1996,All Items,Education,Tuition & Other Fees,54.565
1996,All Items,Education,School Textbooks & Related Study Guides,66.82
1996,All Items,Miscellaneous Goods & Services,Personal Care,87.777
1996,All Items,Miscellaneous Goods & Services,Alcoholic Drinks & Tobacco,42.756
1996,All Items,Miscellaneous Goods & Services,Personal Effects,101.381
1996,All Items,Miscellaneous Goods & Services,Other Miscellaneous Expenditure,na
1997,All Items,Food Excl Food Servicing Services,Bread & Cereals,71.244
1997,All Items,Food Excl Food Servicing Services,Meat,57.761
1997,All Items,Food Excl Food Servicing Services,Fish & Seafood,75.677
1997,All Items,Food Excl Food Servicing Services,"Milk, Cheese & Eggs",63.443
1997,All Items,Food Excl Food Servicing Services,Oils & Fats,69.242
1997,All Items,Food Excl Food Servicing Services,Fruits,70.227
1997,All Items,Food Excl Food Servicing Services,Vegetables,75.202
1997,All Items,Food Excl Food Servicing Services,"Sugar, Preserves & Confectionery",77.404
1997,All Items,Food Excl Food Servicing Services,Non-alcoholic Beverages,76.38
1997,All Items,Food Excl Food Servicing Services,Other Food,72.086
1997,All Items,Food Servicing Services,Restaurant Food,69.76
1997,All Items,Food Servicing Services,Fast Food,76.776
1997,All Items,Food Servicing Services,Hawker Food (Incl. Food Courts),75.984
1997,All Items,Food Servicing Services,Catered Food,na
1997,All Items,Housing & Utilities,Accommodation,66.665
1997,All Items,Housing & Utilities,Fuel & Utilities,55.736
1997,All Items,Household Durables And Services,Household Durables,104.327
1997,All Items,Household Durables And Services,Household Services & Supplies,80.514
1997,All Items,Health Care,"Medical Products, Appliances & Equipment",77.071
1997,All Items,Health Care,Medical & Dental Treatment,58.698
1997,All Items,Transport,Private Road Transport,82.782
1997,All Items,Transport,Public Road Transport,74.355
1997,All Items,Transport,Other Travel & Transport,88.765
1997,All Items,Recreation & Culture,Recreation & Entertainment,114.895
1997,All Items,Recreation & Culture,"Newspapers, Books & Stationery",78.604
1997,All Items,Recreation & Culture,Holiday Expenses,78.524
1997,All Items,Education,Tuition & Other Fees,56.163
1997,All Items,Education,School Textbooks & Related Study Guides,67.394
1997,All Items,Miscellaneous Goods & Services,Personal Care,88.116
1997,All Items,Miscellaneous Goods & Services,Alcoholic Drinks & Tobacco,44.352
1997,All Items,Miscellaneous Goods & Services,Personal Effects,99.847
1997,All Items,Miscellaneous Goods & Services,Other Miscellaneous Expenditure,na
1998,All Items,Food Excl Food Servicing Services,Bread & Cereals,72.242
1998,All Items,Food Excl Food Servicing Services,Meat,56.816
1998,All Items,Food Excl Food Servicing Services,Fish & Seafood,70.988
1998,All Items,Food Excl Food Servicing Services,"Milk, Cheese & Eggs",62.942
1998,All Items,Food Excl Food Servicing Services,Oils & Fats,69.479
1998,All Items,Food Excl Food Servicing Services,Fruits,70.934
1998,All Items,Food Excl Food Servicing Services,Vegetables,76.62
1998,All Items,Food Excl Food Servicing Services,"Sugar, Preserves & Confectionery",77.946
1998,All Items,Food Excl Food Servicing Services,Non-alcoholic Beverages,76.663
1998,All Items,Food Excl Food Servicing Services,Other Food,75.675
1998,All Items,Food Servicing Services,Restaurant Food,71.156
1998,All Items,Food Servicing Services,Fast Food,78.886
1998,All Items,Food Servicing Services,Hawker Food (Incl. Food Courts),76.859
1998,All Items,Food Servicing Services,Catered Food,na
1998,All Items,Housing & Utilities,Accommodation,67.974
1998,All Items,Housing & Utilities,Fuel & Utilities,58.802
1998,All Items,Household Durables And Services,Household Durables,103.241
1998,All Items,Household Durables And Services,Household Services & Supplies,81.732
1998,All Items,Health Care,"Medical Products, Appliances & Equipment",77.254
1998,All Items,Health Care,Medical & Dental Treatment,61.912
1998,All Items,Transport,Private Road Transport,75.356
1998,All Items,Transport,Public Road Transport,76.101
1998,All Items,Transport,Other Travel & Transport,87.019
1998,All Items,Recreation & Culture,Recreation & Entertainment,114.026
1998,All Items,Recreation & Culture,"Newspapers, Books & Stationery",78.702
1998,All Items,Recreation & Culture,Holiday Expenses,70.869
1998,All Items,Education,Tuition & Other Fees,59.141
1998,All Items,Education,School Textbooks & Related Study Guides,67.78
1998,All Items,Miscellaneous Goods & Services,Personal Care,88.669
1998,All Items,Miscellaneous Goods & Services,Alcoholic Drinks & Tobacco,46.505
1998,All Items,Miscellaneous Goods & Services,Personal Effects,97.257
1998,All Items,Miscellaneous Goods & Services,Other Miscellaneous Expenditure,na
1999,All Items,Food Excl Food Servicing Services,Bread & Cereals,71.448
1999,All Items,Food Excl Food Servicing Services,Meat,61.59
1999,All Items,Food Excl Food Servicing Services,Fish & Seafood,71.765
1999,All Items,Food Excl Food Servicing Services,"Milk, Cheese & Eggs",62.272
1999,All Items,Food Excl Food Servicing Services,Oils & Fats,69.771
1999,All Items,Food Excl Food Servicing Services,Fruits,71.641
1999,All Items,Food Excl Food Servicing Services,Vegetables,76.007
1999,All Items,Food Excl Food Servicing Services,"Sugar, Preserves & Confectionery",78.389
1999,All Items,Food Excl Food Servicing Services,Non-alcoholic Beverages,76.359
1999,All Items,Food Excl Food Servicing Services,Other Food,75.791
1999,All Items,Food Servicing Services,Restaurant Food,71.758
1999,All Items,Food Servicing Services,Fast Food,79.366
1999,All Items,Food Servicing Services,Hawker Food (Incl. Food Courts),77.264
1999,All Items,Food Servicing Services,Catered Food,na
1999,All Items,Housing & Utilities,Accommodation,66.538
1999,All Items,Housing & Utilities,Fuel & Utilities,60.133
1999,All Items,Household Durables And Services,Household Durables,101.985
1999,All Items,Household Durables And Services,Household Services & Supplies,82.53
1999,All Items,Health Care,"Medical Products, Appliances & Equipment",76.822
1999,All Items,Health Care,Medical & Dental Treatment,62.331
1999,All Items,Transport,Private Road Transport,75.056
1999,All Items,Transport,Public Road Transport,75.927
1999,All Items,Transport,Other Travel & Transport,86.948
1999,All Items,Recreation & Culture,Recreation & Entertainment,110.771
1999,All Items,Recreation & Culture,"Newspapers, Books & Stationery",78.949
1999,All Items,Recreation & Culture,Holiday Expenses,71.67
1999,All Items,Education,Tuition & Other Fees,61.791
1999,All Items,Education,School Textbooks & Related Study Guides,67.547
1999,All Items,Miscellaneous Goods & Services,Personal Care,89.543
1999,All Items,Miscellaneous Goods & Services,Alcoholic Drinks & Tobacco,47.912
1999,All Items,Miscellaneous Goods & Services,Personal Effects,96.067
1999,All Items,Miscellaneous Goods & Services,Other Miscellaneous Expenditure,na
2000,All Items,Food Excl Food Servicing Services,Bread & Cereals,71.469
2000,All Items,Food Excl Food Servicing Services,Meat,64.371
2000,All Items,Food Excl Food Servicing Services,Fish & Seafood,74.251
2000,All Items,Food Excl Food Servicing Services,"Milk, Cheese & Eggs",61.365
2000,All Items,Food Excl Food Servicing Services,Oils & Fats,66.84
2000,All Items,Food Excl Food Servicing Services,Fruits,69.989
2000,All Items,Food Excl Food Servicing Services,Vegetables,73.768
2000,All Items,Food Excl Food Servicing Services,"Sugar, Preserves & Confectionery",76.94
2000,All Items,Food Excl Food Servicing Services,Non-alcoholic Beverages,76.072
2000,All Items,Food Excl Food Servicing Services,Other Food,75.364
2000,All Items,Food Servicing Services,Restaurant Food,72.021
2000,All Items,Food Servicing Services,Fast Food,79.994
2000,All Items,Food Servicing Services,Hawker Food (Incl. Food Courts),77.712
2000,All Items,Food Servicing Services,Catered Food,na
2000,All Items,Housing & Utilities,Accommodation,65.907
2000,All Items,Housing & Utilities,Fuel & Utilities,70.853
2000,All Items,Household Durables And Services,Household Durables,100.607
2000,All Items,Household Durables And Services,Household Services & Supplies,82.66
2000,All Items,Health Care,"Medical Products, Appliances & Equipment",76.617
2000,All Items,Health Care,Medical & Dental Treatment,63.4
2000,All Items,Transport,Private Road Transport,78.044
2000,All Items,Transport,Public Road Transport,78.034
2000,All Items,Transport,Other Travel & Transport,89.999
2000,All Items,Recreation & Culture,Recreation & Entertainment,108.871
2000,All Items,Recreation & Culture,"Newspapers, Books & Stationery",79.125
2000,All Items,Recreation & Culture,Holiday Expenses,74.593
2000,All Items,Education,Tuition & Other Fees,63.53
2000,All Items,Education,School Textbooks & Related Study Guides,66.775
2000,All Items,Miscellaneous Goods & Services,Personal Care,90.102
2000,All Items,Miscellaneous Goods & Services,Alcoholic Drinks & Tobacco,50.716
2000,All Items,Miscellaneous Goods & Services,Personal Effects,95.463
2000,All Items,Miscellaneous Goods & Services,Other Miscellaneous Expenditure,na
2001,All Items,Food Excl Food Servicing Services,Bread & Cereals,70.843
2001,All Items,Food Excl Food Servicing Services,Meat,64.086
2001,All Items,Food Excl Food Servicing Services,Fish & Seafood,74.606
2001,All Items,Food Excl Food Servicing Services,"Milk, Cheese & Eggs",61.301
2001,All Items,Food Excl Food Servicing Services,Oils & Fats,63.532
2001,All Items,Food Excl Food Servicing Services,Fruits,69.951
2001,All Items,Food Excl Food Servicing Services,Vegetables,72.309
2001,All Items,Food Excl Food Servicing Services,"Sugar, Preserves & Confectionery",76.794
2001,All Items,Food Excl Food Servicing Services,Non-alcoholic Beverages,77.661
2001,All Items,Food Excl Food Servicing Services,Other Food,75.053
2001,All Items,Food Servicing Services,Restaurant Food,73.521
2001,All Items,Food Servicing Services,Fast Food,81.935
2001,All Items,Food Servicing Services,Hawker Food (Incl. Food Courts),78.4
2001,All Items,Food Servicing Services,Catered Food,na
2001,All Items,Housing & Utilities,Accommodation,66.356
2001,All Items,Housing & Utilities,Fuel & Utilities,75.186
2001,All Items,Household Durables And Services,Household Durables,99.52
2001,All Items,Household Durables And Services,Household Services & Supplies,82.755
2001,All Items,Health Care,"Medical Products, Appliances & Equipment",77.491
2001,All Items,Health Care,Medical & Dental Treatment,65.777
2001,All Items,Transport,Private Road Transport,75.719
2001,All Items,Transport,Public Road Transport,79.921
2001,All Items,Transport,Other Travel & Transport,89.675
2001,All Items,Recreation & Culture,Recreation & Entertainment,107.814
2001,All Items,Recreation & Culture,"Newspapers, Books & Stationery",80.035
2001,All Items,Recreation & Culture,Holiday Expenses,79.613
2001,All Items,Education,Tuition & Other Fees,66.044
2001,All Items,Education,School Textbooks & Related Study Guides,68.663
2001,All Items,Miscellaneous Goods & Services,Personal Care,92.109
2001,All Items,Miscellaneous Goods & Services,Alcoholic Drinks & Tobacco,55.38
2001,All Items,Miscellaneous Goods & Services,Personal Effects,95.166
2001,All Items,Miscellaneous Goods & Services,Other Miscellaneous Expenditure,na
2002,All Items,Food Excl Food Servicing Services,Bread & Cereals,68.241
2002,All Items,Food Excl Food Servicing Services,Meat,64.562
2002,All Items,Food Excl Food Servicing Services,Fish & Seafood,73.131
2002,All Items,Food Excl Food Servicing Services,"Milk, Cheese & Eggs",61.009
2002,All Items,Food Excl Food Servicing Services,Oils & Fats,61.647
2002,All Items,Food Excl Food Servicing Services,Fruits,69.187
2002,All Items,Food Excl Food Servicing Services,Vegetables,73.117
2002,All Items,Food Excl Food Servicing Services,"Sugar, Preserves & Confectionery",76.202
2002,All Items,Food Excl Food Servicing Services,Non-alcoholic Beverages,76.887
2002,All Items,Food Excl Food Servicing Services,Other Food,74.897
2002,All Items,Food Servicing Services,Restaurant Food,74.03
2002,All Items,Food Servicing Services,Fast Food,83.118
2002,All Items,Food Servicing Services,Hawker Food (Incl. Food Courts),79.106
2002,All Items,Food Servicing Services,Catered Food,na
2002,All Items,Housing & Utilities,Accommodation,65.83
2002,All Items,Housing & Utilities,Fuel & Utilities,70.164
2002,All Items,Household Durables And Services,Household Durables,97.867
2002,All Items,Household Durables And Services,Household Services & Supplies,82.717
2002,All Items,Health Care,"Medical Products, Appliances & Equipment",78.675
2002,All Items,Health Care,Medical & Dental Treatment,68.176
2002,All Items,Transport,Private Road Transport,73.697
2002,All Items,Transport,Public Road Transport,81.238
2002,All Items,Transport,Other Travel & Transport,87.658
2002,All Items,Recreation & Culture,Recreation & Entertainment,106.831
2002,All Items,Recreation & Culture,"Newspapers, Books & Stationery",81.094
2002,All Items,Recreation & Culture,Holiday Expenses,80.238
2002,All Items,Education,Tuition & Other Fees,67.518
2002,All Items,Education,School Textbooks & Related Study Guides,71.48
2002,All Items,Miscellaneous Goods & Services,Personal Care,91.627
2002,All Items,Miscellaneous Goods & Services,Alcoholic Drinks & Tobacco,55.967
2002,All Items,Miscellaneous Goods & Services,Personal Effects,94.743
2002,All Items,Miscellaneous Goods & Services,Other Miscellaneous Expenditure,na
2003,All Items,Food Excl Food Servicing Services,Bread & Cereals,69.607
2003,All Items,Food Excl Food Servicing Services,Meat,66.816
2003,All Items,Food Excl Food Servicing Services,Fish & Seafood,71.82
2003,All Items,Food Excl Food Servicing Services,"Milk, Cheese & Eggs",61.449
2003,All Items,Food Excl Food Servicing Services,Oils & Fats,62.861
2003,All Items,Food Excl Food Servicing Services,Fruits,70.044
2003,All Items,Food Excl Food Servicing Services,Vegetables,71.632
2003,All Items,Food Excl Food Servicing Services,"Sugar, Preserves & Confectionery",77.241
2003,All Items,Food Excl Food Servicing Services,Non-alcoholic Beverages,77.618
2003,All Items,Food Excl Food Servicing Services,Other Food,74.765
2003,All Items,Food Servicing Services,Restaurant Food,75.437
2003,All Items,Food Servicing Services,Fast Food,84.029
2003,All Items,Food Servicing Services,Hawker Food (Incl. Food Courts),79.265
2003,All Items,Food Servicing Services,Catered Food,na
2003,All Items,Housing & Utilities,Accommodation,65.089
2003,All Items,Housing & Utilities,Fuel & Utilities,71.802
2003,All Items,Household Durables And Services,Household Durables,96.871
2003,All Items,Household Durables And Services,Household Services & Supplies,82.702
2003,All Items,Health Care,"Medical Products, Appliances & Equipment",79.848
2003,All Items,Health Care,Medical & Dental Treatment,69.596
2003,All Items,Transport,Private Road Transport,73.031
2003,All Items,Transport,Public Road Transport,82.07
2003,All Items,Transport,Other Travel & Transport,87.414
2003,All Items,Recreation & Culture,Recreation & Entertainment,106.173
2003,All Items,Recreation & Culture,"Newspapers, Books & Stationery",82.546
2003,All Items,Recreation & Culture,Holiday Expenses,77.267
2003,All Items,Education,Tuition & Other Fees,69.717
2003,All Items,Education,School Textbooks & Related Study Guides,75.388
2003,All Items,Miscellaneous Goods & Services,Personal Care,91.842
2003,All Items,Miscellaneous Goods & Services,Alcoholic Drinks & Tobacco,64.494
2003,All Items,Miscellaneous Goods & Services,Personal Effects,95.924
2003,All Items,Miscellaneous Goods & Services,Other Miscellaneous Expenditure,na
2004,All Items,Food Excl Food Servicing Services,Bread & Cereals,72.083
2004,All Items,Food Excl Food Servicing Services,Meat,71.929
2004,All Items,Food Excl Food Servicing Services,Fish & Seafood,72.685
2004,All Items,Food Excl Food Servicing Services,"Milk, Cheese & Eggs",66.157
2004,All Items,Food Excl Food Servicing Services,Oils & Fats,64.835
2004,All Items,Food Excl Food Servicing Services,Fruits,71.261
2004,All Items,Food Excl Food Servicing Services,Vegetables,71.492
2004,All Items,Food Excl Food Servicing Services,"Sugar, Preserves & Confectionery",78.386
2004,All Items,Food Excl Food Servicing Services,Non-alcoholic Beverages,79.3
2004,All Items,Food Excl Food Servicing Services,Other Food,74.753
2004,All Items,Food Servicing Services,Restaurant Food,77.595
2004,All Items,Food Servicing Services,Fast Food,85.089
2004,All Items,Food Servicing Services,Hawker Food (Incl. Food Courts),79.772
2004,All Items,Food Servicing Services,Catered Food,87.311
2004,All Items,Housing & Utilities,Accommodation,64.744
2004,All Items,Housing & Utilities,Fuel & Utilities,72.74
2004,All Items,Household Durables And Services,Household Durables,97.801
2004,All Items,Household Durables And Services,Household Services & Supplies,80.852
2004,All Items,Health Care,"Medical Products, Appliances & Equipment",80.921
2004,All Items,Health Care,Medical & Dental Treatment,74.84
2004,All Items,Transport,Private Road Transport,74.818
2004,All Items,Transport,Public Road Transport,82.034
2004,All Items,Transport,Other Travel & Transport,86.438
2004,All Items,Recreation & Culture,Recreation & Entertainment,105.768
2004,All Items,Recreation & Culture,"Newspapers, Books & Stationery",90.631
2004,All Items,Recreation & Culture,Holiday Expenses,77.92
2004,All Items,Education,Tuition & Other Fees,72.311
2004,All Items,Education,School Textbooks & Related Study Guides,76.895
2004,All Items,Miscellaneous Goods & Services,Personal Care,92.405
2004,All Items,Miscellaneous Goods & Services,Alcoholic Drinks & Tobacco,75.284
2004,All Items,Miscellaneous Goods & Services,Personal Effects,96.19
